plate	well	tile	cycle	channel
1	r03c04	53	7	3
1	r03c04	53	7	4
1	r03c04	53	7	5
1	r03c04	54	7	1
1	r03c04	54	7	2
1	r03c04	54	7	3
1	r03c04	54	7	4
1	r03c04	54	7	5
1	r03c04	55	7	1
1	r03c04	55	7	2
1	r03c04	55	7	3
1	r03c04	55	7	4
1	r03c04	55	7	5
1	r03c04	56	7	1
1	r03c04	56	7	2
1	r03c04	56	7	3
1	r03c04	56	7	4
1	r03c04	56	7	5
1	r03c04	57	7	1
1	r03c04	57	7	2
1	r03c04	57	7	3
1	r03c04	57	7	4
1	r03c04	57	7	5
1	r03c04	58	7	1
1	r03c04	58	7	2
1	r03c04	58	7	3
1	r03c04	58	7	4
1	r03c04	58	7	5
1	r03c04	59	7	1
1	r03c04	59	7	2
1	r03c04	59	7	3
1	r03c04	59	7	4
1	r03c04	59	7	5
1	r03c04	60	7	1
1	r03c04	60	7	2
1	r03c04	60	7	3
1	r03c04	60	7	4
1	r03c04	60	7	5
1	r03c04	61	7	1
1	r03c04	61	7	2
1	r03c04	61	7	3
1	r03c04	61	7	4
1	r03c04	61	7	5
1	r03c04	62	7	1
1	r03c04	62	7	2
1	r03c04	62	7	3
1	r03c04	62	7	4
1	r03c04	62	7	5
1	r03c04	63	7	1
1	r03c04	63	7	2
1	r03c04	63	7	3
1	r03c04	63	7	4
1	r03c04	63	7	5
1	r03c04	64	7	1
1	r03c04	64	7	2
1	r03c04	64	7	3
1	r03c04	64	7	4
1	r03c04	64	7	5
1	r03c04	1	8	1
1	r03c04	1	8	2
1	r03c04	1	8	3
1	r03c04	1	8	4
1	r03c04	1	8	5
1	r03c04	2	8	1
1	r03c04	2	8	2
1	r03c04	2	8	3
1	r03c04	2	8	4
1	r03c04	2	8	5
1	r03c04	3	8	1
1	r03c04	3	8	2
1	r03c04	3	8	3
1	r03c04	3	8	4
1	r03c04	3	8	5
1	r03c04	4	8	1
1	r03c04	4	8	2
1	r03c04	4	8	3
1	r03c04	4	8	4
1	r03c04	4	8	5
1	r03c04	6	8	1
1	r03c04	6	8	2
1	r03c04	6	8	3
1	r03c04	6	8	4
1	r03c04	6	8	5
1	r03c04	7	8	1
1	r03c04	7	8	2
1	r03c04	7	8	3
1	r03c04	7	8	4
1	r03c04	7	8	5
1	r03c04	8	8	1
1	r03c04	8	8	2
1	r03c04	8	8	3
1	r03c04	8	8	4
1	r03c04	8	8	5
1	r03c04	9	8	1
1	r03c04	9	8	2
1	r03c04	9	8	3
1	r03c04	9	8	4
1	r03c04	9	8	5
1	r03c04	10	8	1
1	r03c04	10	8	2
1	r03c04	10	8	3
1	r03c04	10	8	4
1	r03c04	10	8	5
1	r03c04	11	8	1
1	r03c04	11	8	2
1	r03c04	11	8	3
1	r03c04	11	8	4
1	r03c04	11	8	5
1	r03c04	12	8	1
1	r03c04	12	8	2
1	r03c04	12	8	3
1	r03c04	12	8	4
1	r03c04	12	8	5
1	r03c04	13	8	1
1	r03c04	13	8	2
1	r03c04	13	8	3
1	r03c04	13	8	4
1	r03c04	13	8	5
1	r03c04	14	8	1
1	r03c04	14	8	2
1	r03c04	14	8	3
1	r03c04	14	8	4
1	r03c04	14	8	5
1	r03c04	15	8	1
1	r03c04	15	8	2
1	r03c04	15	8	3
1	r03c04	15	8	4
1	r03c04	15	8	5
1	r03c04	16	8	1
1	r03c04	16	8	2
1	r03c04	16	8	3
1	r03c04	16	8	4
1	r03c04	16	8	5
1	r03c04	17	8	1
1	r03c04	17	8	2
1	r03c04	17	8	3
1	r03c04	17	8	4
1	r03c04	17	8	5
1	r03c04	18	8	1
1	r03c04	18	8	2
1	r03c04	18	8	3
1	r03c04	18	8	4
1	r03c04	18	8	5
1	r03c04	19	8	1
1	r03c04	19	8	2
1	r03c04	19	8	3
1	r03c04	19	8	4
1	r03c04	19	8	5
1	r03c04	20	8	1
1	r03c04	20	8	2
1	r03c04	20	8	3
1	r03c04	20	8	4
1	r03c04	20	8	5
1	r03c04	21	8	1
1	r03c04	21	8	2
1	r03c04	21	8	3
1	r03c04	21	8	4
1	r03c04	21	8	5
1	r03c04	22	8	1
1	r03c04	22	8	2
1	r03c04	22	8	3
1	r03c04	22	8	4
1	r03c04	22	8	5
1	r03c04	23	8	1
1	r03c04	23	8	2
1	r03c04	23	8	3
1	r03c04	23	8	4
1	r03c04	23	8	5
1	r03c04	24	8	1
1	r03c04	24	8	2
1	r03c04	24	8	3
1	r03c04	24	8	4
1	r03c04	24	8	5
1	r03c04	25	8	1
1	r03c04	25	8	2
1	r03c04	25	8	3
1	r03c04	25	8	4
1	r03c04	25	8	5
1	r03c04	26	8	1
1	r03c04	26	8	2
1	r03c04	26	8	3
1	r03c04	26	8	4
1	r03c04	26	8	5
1	r03c04	27	8	1
1	r03c04	27	8	2
1	r03c04	27	8	3
1	r03c04	27	8	4
1	r03c04	27	8	5
1	r03c04	28	8	1
1	r03c04	28	8	2
1	r03c04	28	8	3
1	r03c04	28	8	4
1	r03c04	28	8	5
1	r03c04	29	8	1
1	r03c04	29	8	2
1	r03c04	29	8	3
1	r03c04	29	8	4
1	r03c04	29	8	5
1	r03c04	30	8	1
1	r03c04	30	8	2
1	r03c04	30	8	3
1	r03c04	30	8	4
1	r03c04	30	8	5
1	r03c04	31	8	1
1	r03c04	31	8	2
1	r03c04	31	8	3
1	r03c04	31	8	4
1	r03c04	31	8	5
1	r03c04	32	8	1
1	r03c04	32	8	2
1	r03c04	32	8	3
1	r03c04	32	8	4
1	r03c04	32	8	5
1	r03c04	33	8	1
1	r03c04	33	8	2
1	r03c04	33	8	3
1	r03c04	33	8	4
1	r03c04	33	8	5
1	r03c04	34	8	1
1	r03c04	34	8	2
1	r03c04	34	8	3
1	r03c04	34	8	4
1	r03c04	34	8	5
1	r03c04	35	8	1
1	r03c04	35	8	2
1	r03c04	35	8	3
1	r03c04	35	8	4
1	r03c04	35	8	5
1	r03c04	36	8	1
1	r03c04	36	8	2
1	r03c04	36	8	3
1	r03c04	36	8	4
1	r03c04	36	8	5
1	r03c04	37	8	1
1	r03c04	37	8	2
1	r03c04	37	8	3
1	r03c04	37	8	4
1	r03c04	37	8	5
1	r03c04	38	8	1
1	r03c04	38	8	2
1	r03c04	38	8	3
1	r03c04	38	8	4
1	r03c04	38	8	5
1	r03c04	39	8	1
1	r03c04	39	8	2
1	r03c04	39	8	3
1	r03c04	39	8	4
1	r03c04	39	8	5
1	r03c04	40	8	1
1	r03c04	40	8	2
1	r03c04	40	8	3
1	r03c04	40	8	4
1	r03c04	40	8	5
1	r03c04	41	8	1
1	r03c04	41	8	2
1	r03c04	41	8	3
1	r03c04	41	8	4
1	r03c04	41	8	5
1	r03c04	42	8	1
1	r03c04	42	8	2
1	r03c04	42	8	3
1	r03c04	42	8	4
1	r03c04	42	8	5
1	r03c04	43	8	1
1	r03c04	43	8	2
1	r03c04	43	8	3
1	r03c04	43	8	4
1	r03c04	43	8	5
1	r03c04	44	8	1
1	r03c04	44	8	2
1	r03c04	44	8	3
1	r03c04	44	8	4
1	r03c04	44	8	5
1	r03c04	45	8	1
1	r03c04	45	8	2
1	r03c04	45	8	3
1	r03c04	45	8	4
1	r03c04	45	8	5
1	r03c04	46	8	1
1	r03c04	46	8	2
1	r03c04	46	8	3
1	r03c04	46	8	4
1	r03c04	46	8	5
1	r03c04	47	8	1
1	r03c04	47	8	2
1	r03c04	47	8	3
1	r03c04	47	8	4
1	r03c04	47	8	5
1	r03c04	48	8	1
1	r03c04	48	8	2
1	r03c04	48	8	3
1	r03c04	48	8	4
1	r03c04	48	8	5
1	r03c04	49	8	1
1	r03c04	49	8	2
1	r03c04	49	8	3
1	r03c04	49	8	4
1	r03c04	49	8	5
1	r03c04	50	8	1
1	r03c04	50	8	2
1	r03c04	50	8	3
1	r03c04	50	8	4
1	r03c04	50	8	5
1	r03c04	51	8	1
1	r03c04	51	8	2
1	r03c04	51	8	3
1	r03c04	51	8	4
1	r03c04	51	8	5
1	r03c04	52	8	1
1	r03c04	52	8	2
1	r03c04	52	8	3
1	r03c04	52	8	4
1	r03c04	52	8	5
1	r03c04	53	8	1
1	r03c04	53	8	2
1	r03c04	53	8	3
1	r03c04	53	8	4
1	r03c04	53	8	5
1	r03c04	54	8	1
1	r03c04	54	8	2
1	r03c04	54	8	3
1	r03c04	54	8	4
1	r03c04	54	8	5
1	r03c04	55	8	1
1	r03c04	55	8	2
1	r03c04	55	8	3
1	r03c04	55	8	4
1	r03c04	55	8	5
1	r03c04	56	8	1
1	r03c04	56	8	2
1	r03c04	56	8	3
1	r03c04	56	8	4
1	r03c04	56	8	5
1	r03c04	57	8	1
1	r03c04	57	8	2
1	r03c04	57	8	3
1	r03c04	57	8	4
1	r03c04	57	8	5
1	r03c04	58	8	1
1	r03c04	58	8	2
1	r03c04	58	8	3
1	r03c04	58	8	4
1	r03c04	58	8	5
1	r03c04	59	8	1
1	r03c04	59	8	2
1	r03c04	59	8	3
1	r03c04	59	8	4
1	r03c04	59	8	5
1	r03c04	60	8	1
1	r03c04	60	8	2
1	r03c04	60	8	3
1	r03c04	60	8	4
1	r03c04	60	8	5
1	r03c04	61	8	1
1	r03c04	61	8	2
1	r03c04	61	8	3
1	r03c04	61	8	4
1	r03c04	61	8	5
1	r03c04	62	8	1
1	r03c04	62	8	2
1	r03c04	62	8	3
1	r03c04	62	8	4
1	r03c04	62	8	5
1	r03c04	63	8	1
1	r03c04	63	8	2
1	r03c04	63	8	3
1	r03c04	63	8	4
1	r03c04	63	8	5
1	r03c04	64	8	1
1	r03c04	64	8	2
1	r03c04	64	8	3
1	r03c04	64	8	4
1	r03c04	64	8	5
1	r03c04	1	9	1
1	r03c04	1	9	2
1	r03c04	1	9	3
1	r03c04	1	9	4
1	r03c04	1	9	5
1	r03c04	2	9	1
1	r03c04	2	9	2
1	r03c04	2	9	3
1	r03c04	2	9	4
1	r03c04	2	9	5
1	r03c04	3	9	1
1	r03c04	3	9	2
1	r03c04	3	9	3
1	r03c04	3	9	4
1	r03c04	3	9	5
1	r03c04	4	9	1
1	r03c04	4	9	2
1	r03c04	4	9	3
1	r03c04	4	9	4
1	r03c04	4	9	5
1	r03c04	6	9	1
1	r03c04	6	9	2
1	r03c04	6	9	3
1	r03c04	6	9	4
1	r03c04	6	9	5
1	r03c04	7	9	1
1	r03c04	7	9	2
1	r03c04	7	9	3
1	r03c04	7	9	4
1	r03c04	7	9	5
1	r03c04	8	9	1
1	r03c04	8	9	2
1	r03c04	8	9	3
1	r03c04	8	9	4
1	r03c04	8	9	5
1	r03c04	9	9	1
1	r03c04	9	9	2
1	r03c04	9	9	3
1	r03c04	9	9	4
1	r03c04	9	9	5
1	r03c04	10	9	1
1	r03c04	10	9	2
1	r03c04	10	9	3
1	r03c04	10	9	4
1	r03c04	10	9	5
1	r03c04	11	9	1
1	r03c04	11	9	2
1	r03c04	11	9	3
1	r03c04	11	9	4
1	r03c04	11	9	5
1	r03c04	12	9	1
1	r03c04	12	9	2
1	r03c04	12	9	3
1	r03c04	12	9	4
1	r03c04	12	9	5
1	r03c04	13	9	1
1	r03c04	13	9	2
1	r03c04	13	9	3
1	r03c04	13	9	4
1	r03c04	13	9	5
1	r03c04	14	9	1
1	r03c04	14	9	2
1	r03c04	14	9	3
1	r03c04	14	9	4
1	r03c04	14	9	5
1	r03c04	15	9	1
1	r03c04	15	9	2
1	r03c04	15	9	3
1	r03c04	15	9	4
1	r03c04	15	9	5
1	r03c04	16	9	1
1	r03c04	16	9	2
1	r03c04	16	9	3
1	r03c04	16	9	4
1	r03c04	16	9	5
1	r03c04	17	9	1
1	r03c04	17	9	2
1	r03c04	17	9	3
1	r03c04	17	9	4
1	r03c04	17	9	5
1	r03c04	18	9	1
1	r03c04	18	9	2
1	r03c04	18	9	3
1	r03c04	18	9	4
1	r03c04	18	9	5
1	r03c04	19	9	1
1	r03c04	19	9	2
1	r03c04	19	9	3
1	r03c04	19	9	4
1	r03c04	19	9	5
1	r03c04	20	9	1
1	r03c04	20	9	2
1	r03c04	20	9	3
1	r03c04	20	9	4
1	r03c04	20	9	5
1	r03c04	21	9	1
1	r03c04	21	9	2
1	r03c04	21	9	3
1	r03c04	21	9	4
1	r03c04	21	9	5
1	r03c04	22	9	1
1	r03c04	22	9	2
1	r03c04	22	9	3
1	r03c04	22	9	4
1	r03c04	22	9	5
1	r03c04	23	9	1
1	r03c04	23	9	2
1	r03c04	23	9	3
1	r03c04	23	9	4
1	r03c04	23	9	5
1	r03c04	24	9	1
1	r03c04	24	9	2
1	r03c04	24	9	3
1	r03c04	24	9	4
1	r03c04	24	9	5
1	r03c04	25	9	1
1	r03c04	25	9	2
1	r03c04	25	9	3
1	r03c04	25	9	4
1	r03c04	25	9	5
1	r03c04	26	9	1
1	r03c04	26	9	2
1	r03c04	26	9	3
1	r03c04	26	9	4
1	r03c04	26	9	5
1	r03c04	27	9	1
1	r03c04	27	9	2
1	r03c04	27	9	3
1	r03c04	27	9	4
1	r03c04	27	9	5
1	r03c04	28	9	1
1	r03c04	28	9	2
1	r03c04	28	9	3
1	r03c04	28	9	4
1	r03c04	28	9	5
1	r03c04	29	9	1
1	r03c04	29	9	2
1	r03c04	29	9	3
1	r03c04	29	9	4
1	r03c04	29	9	5
1	r03c04	30	9	1
1	r03c04	30	9	2
1	r03c04	30	9	3
1	r03c04	30	9	4
1	r03c04	30	9	5
1	r03c04	31	9	1
1	r03c04	31	9	2
1	r03c04	31	9	3
1	r03c04	31	9	4
1	r03c04	31	9	5
1	r03c04	32	9	1
1	r03c04	32	9	2
1	r03c04	32	9	3
1	r03c04	32	9	4
1	r03c04	32	9	5
1	r03c04	33	9	1
1	r03c04	33	9	2
1	r03c04	33	9	3
1	r03c04	33	9	4
1	r03c04	33	9	5
1	r03c04	34	9	1
1	r03c04	34	9	2
1	r03c04	34	9	3
1	r03c04	34	9	4
1	r03c04	34	9	5
1	r03c04	35	9	1
1	r03c04	35	9	2
1	r03c04	35	9	3
1	r03c04	35	9	4
1	r03c04	35	9	5
1	r03c04	36	9	1
1	r03c04	36	9	2
1	r03c04	36	9	3
1	r03c04	36	9	4
1	r03c04	36	9	5
1	r03c04	37	9	1
1	r03c04	37	9	2
1	r03c04	37	9	3
1	r03c04	37	9	4
1	r03c04	37	9	5
1	r03c04	38	9	1
1	r03c04	38	9	2
1	r03c04	38	9	3
1	r03c04	38	9	4
1	r03c04	38	9	5
1	r03c04	39	9	1
1	r03c04	39	9	2
1	r03c04	39	9	3
1	r03c04	39	9	4
1	r03c04	39	9	5
1	r03c04	40	9	1
1	r03c04	40	9	2
1	r03c04	40	9	3
1	r03c04	40	9	4
1	r03c04	40	9	5
1	r03c04	41	9	1
1	r03c04	41	9	2
1	r03c04	41	9	3
1	r03c04	41	9	4
1	r03c04	41	9	5
1	r03c04	42	9	1
1	r03c04	42	9	2
1	r03c04	42	9	3
1	r03c04	42	9	4
1	r03c04	42	9	5
1	r03c04	43	9	1
1	r03c04	43	9	2
1	r03c04	43	9	3
1	r03c04	43	9	4
1	r03c04	43	9	5
1	r03c04	44	9	1
1	r03c04	44	9	2
1	r03c04	44	9	3
1	r03c04	44	9	4
1	r03c04	44	9	5
1	r03c04	45	9	1
1	r03c04	45	9	2
1	r03c04	45	9	3
1	r03c04	45	9	4
1	r03c04	45	9	5
1	r03c04	46	9	1
1	r03c04	46	9	2
1	r03c04	46	9	3
1	r03c04	46	9	4
1	r03c04	46	9	5
1	r03c04	47	9	1
1	r03c04	47	9	2
1	r03c04	47	9	3
1	r03c04	47	9	4
1	r03c04	47	9	5
1	r03c04	48	9	1
1	r03c04	48	9	2
1	r03c04	48	9	3
1	r03c04	48	9	4
1	r03c04	48	9	5
1	r03c04	49	9	1
1	r03c04	49	9	2
1	r03c04	49	9	3
1	r03c04	49	9	4
1	r03c04	49	9	5
1	r03c04	50	9	1
1	r03c04	50	9	2
1	r03c04	50	9	3
1	r03c04	50	9	4
1	r03c04	50	9	5
1	r03c04	51	9	1
1	r03c04	51	9	2
1	r03c04	51	9	3
1	r03c04	51	9	4
1	r03c04	51	9	5
1	r03c04	52	9	1
1	r03c04	52	9	2
1	r03c04	52	9	3
1	r03c04	52	9	4
1	r03c04	52	9	5
1	r03c04	53	9	1
1	r03c04	53	9	2
1	r03c04	53	9	3
1	r03c04	53	9	4
1	r03c04	53	9	5
1	r03c04	54	9	1
1	r03c04	54	9	2
1	r03c04	54	9	3
1	r03c04	54	9	4
1	r03c04	54	9	5
1	r03c04	55	9	1
1	r03c04	55	9	2
1	r03c04	55	9	3
1	r03c04	55	9	4
1	r03c04	55	9	5
1	r03c04	56	9	1
1	r03c04	56	9	2
1	r03c04	56	9	3
1	r03c04	56	9	4
1	r03c04	56	9	5
1	r03c04	57	9	1
1	r03c04	57	9	2
1	r03c04	57	9	3
1	r03c04	57	9	4
1	r03c04	57	9	5
1	r03c04	58	9	1
1	r03c04	58	9	2
1	r03c04	58	9	3
1	r03c04	58	9	4
1	r03c04	58	9	5
1	r03c04	59	9	1
1	r03c04	59	9	2
1	r03c04	59	9	3
1	r03c04	59	9	4
1	r03c04	59	9	5
1	r03c04	60	9	1
1	r03c04	60	9	2
1	r03c04	60	9	3
1	r03c04	60	9	4
1	r03c04	60	9	5
1	r03c04	61	9	1
1	r03c04	61	9	2
1	r03c04	61	9	3
1	r03c04	61	9	4
1	r03c04	61	9	5
1	r03c04	62	9	1
1	r03c04	62	9	2
1	r03c04	62	9	3
1	r03c04	62	9	4
1	r03c04	62	9	5
1	r03c04	63	9	1
1	r03c04	63	9	2
1	r03c04	63	9	3
1	r03c04	63	9	4
1	r03c04	63	9	5
1	r03c04	64	9	1
1	r03c04	64	9	2
1	r03c04	64	9	3
1	r03c04	64	9	4
1	r03c04	64	9	5
1	r03c04	1	10	1
1	r03c04	1	10	2
1	r03c04	1	10	3
1	r03c04	1	10	4
1	r03c04	1	10	5
1	r03c04	2	10	1
1	r03c04	2	10	2
1	r03c04	2	10	3
1	r03c04	2	10	4
1	r03c04	2	10	5
1	r03c04	3	10	1
1	r03c04	3	10	2
1	r03c04	3	10	3
1	r03c04	3	10	4
1	r03c04	3	10	5
1	r03c04	4	10	1
1	r03c04	4	10	2
1	r03c04	4	10	3
1	r03c04	4	10	4
1	r03c04	4	10	5
1	r03c04	6	10	1
1	r03c04	6	10	2
1	r03c04	6	10	3
1	r03c04	6	10	4
1	r03c04	6	10	5
1	r03c04	7	10	1
1	r03c04	7	10	2
1	r03c04	7	10	3
1	r03c04	7	10	4
1	r03c04	7	10	5
1	r03c04	8	10	1
1	r03c04	8	10	2
1	r03c04	8	10	3
1	r03c04	8	10	4
1	r03c04	8	10	5
1	r03c04	9	10	1
1	r03c04	9	10	2
1	r03c04	9	10	3
1	r03c04	9	10	4
1	r03c04	9	10	5
1	r03c04	10	10	1
1	r03c04	10	10	2
1	r03c04	10	10	3
1	r03c04	10	10	4
1	r03c04	10	10	5
1	r03c04	11	10	1
1	r03c04	11	10	2
1	r03c04	11	10	3
1	r03c04	11	10	4
1	r03c04	11	10	5
1	r03c04	12	10	1
1	r03c04	12	10	2
1	r03c04	12	10	3
1	r03c04	12	10	4
1	r03c04	12	10	5
1	r03c04	13	10	1
1	r03c04	13	10	2
1	r03c04	13	10	3
1	r03c04	13	10	4
1	r03c04	13	10	5
1	r03c04	14	10	1
1	r03c04	14	10	2
1	r03c04	14	10	3
1	r03c04	14	10	4
1	r03c04	14	10	5
1	r03c04	15	10	1
1	r03c04	15	10	2
1	r03c04	15	10	3
1	r03c04	15	10	4
1	r03c04	15	10	5
1	r03c04	16	10	1
1	r03c04	16	10	2
1	r03c04	16	10	3
1	r03c04	16	10	4
1	r03c04	16	10	5
1	r03c04	17	10	1
1	r03c04	17	10	2
1	r03c04	17	10	3
1	r03c04	17	10	4
1	r03c04	17	10	5
1	r03c04	18	10	1
1	r03c04	18	10	2
1	r03c04	18	10	3
1	r03c04	18	10	4
1	r03c04	18	10	5
1	r03c04	19	10	1
1	r03c04	19	10	2
1	r03c04	19	10	3
1	r03c04	19	10	4
1	r03c04	19	10	5
1	r03c04	20	10	1
1	r03c04	20	10	2
1	r03c04	20	10	3
1	r03c04	20	10	4
1	r03c04	20	10	5
1	r03c04	21	10	1
1	r03c04	21	10	2
1	r03c04	21	10	3
1	r03c04	21	10	4
1	r03c04	21	10	5
1	r03c04	22	10	1
1	r03c04	22	10	2
1	r03c04	22	10	3
1	r03c04	22	10	4
1	r03c04	22	10	5
1	r03c04	23	10	1
1	r03c04	23	10	2
1	r03c04	23	10	3
1	r03c04	23	10	4
1	r03c04	23	10	5
1	r03c04	24	10	1
1	r03c04	24	10	2
1	r03c04	24	10	3
1	r03c04	24	10	4
1	r03c04	24	10	5
1	r03c04	25	10	1
1	r03c04	25	10	2
1	r03c04	25	10	3
1	r03c04	25	10	4
1	r03c04	25	10	5
1	r03c04	26	10	1
1	r03c04	26	10	2
1	r03c04	26	10	3
1	r03c04	26	10	4
1	r03c04	26	10	5
1	r03c04	27	10	1
1	r03c04	27	10	2
1	r03c04	27	10	3
1	r03c04	27	10	4
1	r03c04	27	10	5
1	r03c04	28	10	1
1	r03c04	28	10	2
1	r03c04	28	10	3
1	r03c04	28	10	4
1	r03c04	28	10	5
1	r03c04	29	10	1
1	r03c04	29	10	2
1	r03c04	29	10	3
1	r03c04	29	10	4
1	r03c04	29	10	5
1	r03c04	30	10	1
1	r03c04	30	10	2
1	r03c04	30	10	3
1	r03c04	30	10	4
1	r03c04	30	10	5
1	r03c04	31	10	1
1	r03c04	31	10	2
1	r03c04	31	10	3
1	r03c04	31	10	4
1	r03c04	31	10	5
1	r03c04	32	10	1
1	r03c04	32	10	2
1	r03c04	32	10	3
1	r03c04	32	10	4
1	r03c04	32	10	5
1	r03c04	33	10	1
1	r03c04	33	10	2
1	r03c04	33	10	3
1	r03c04	33	10	4
1	r03c04	33	10	5
1	r03c04	34	10	1
1	r03c04	34	10	2
1	r03c04	34	10	3
1	r03c04	34	10	4
1	r03c04	34	10	5
1	r03c04	35	10	1
1	r03c04	35	10	2
1	r03c04	35	10	3
1	r03c04	35	10	4
1	r03c04	35	10	5
1	r03c04	36	10	1
1	r03c04	36	10	2
1	r03c04	36	10	3
1	r03c04	36	10	4
1	r03c04	36	10	5
1	r03c04	37	10	1
1	r03c04	37	10	2
1	r03c04	37	10	3
1	r03c04	37	10	4
1	r03c04	37	10	5
1	r03c04	38	10	1
1	r03c04	38	10	2
1	r03c04	38	10	3
1	r03c04	38	10	4
1	r03c04	38	10	5
1	r03c04	39	10	1
1	r03c04	39	10	2
1	r03c04	39	10	3
1	r03c04	39	10	4
1	r03c04	39	10	5
1	r03c04	40	10	1
1	r03c04	40	10	2
1	r03c04	40	10	3
1	r03c04	40	10	4
1	r03c04	40	10	5
1	r03c04	41	10	1
1	r03c04	41	10	2
1	r03c04	41	10	3
1	r03c04	41	10	4
1	r03c04	41	10	5
1	r03c04	42	10	1
1	r03c04	42	10	2
1	r03c04	42	10	3
1	r03c04	42	10	4
1	r03c04	42	10	5
1	r03c04	43	10	1
1	r03c04	43	10	2
1	r03c04	43	10	3
1	r03c04	43	10	4
1	r03c04	43	10	5
1	r03c04	44	10	1
1	r03c04	44	10	2
1	r03c04	44	10	3
1	r03c04	44	10	4
1	r03c04	44	10	5
1	r03c04	45	10	1
1	r03c04	45	10	2
1	r03c04	45	10	3
1	r03c04	45	10	4
1	r03c04	45	10	5
1	r03c04	46	10	1
1	r03c04	46	10	2
1	r03c04	46	10	3
1	r03c04	46	10	4
1	r03c04	46	10	5
1	r03c04	47	10	1
1	r03c04	47	10	2
1	r03c04	47	10	3
1	r03c04	47	10	4
1	r03c04	47	10	5
1	r03c04	48	10	1
1	r03c04	48	10	2
1	r03c04	48	10	3
1	r03c04	48	10	4
1	r03c04	48	10	5
1	r03c04	49	10	1
1	r03c04	49	10	2
1	r03c04	49	10	3
1	r03c04	49	10	4
1	r03c04	49	10	5
1	r03c04	50	10	1
1	r03c04	50	10	2
1	r03c04	50	10	3
1	r03c04	50	10	4
1	r03c04	50	10	5
1	r03c04	51	10	1
1	r03c04	51	10	2
1	r03c04	51	10	3
1	r03c04	51	10	4
1	r03c04	51	10	5
1	r03c04	52	10	1
1	r03c04	52	10	2
1	r03c04	52	10	3
1	r03c04	52	10	4
1	r03c04	52	10	5
1	r03c04	53	10	1
1	r03c04	53	10	2
1	r03c04	53	10	3
1	r03c04	53	10	4
1	r03c04	53	10	5
1	r03c04	54	10	1
1	r03c04	54	10	2
1	r03c04	54	10	3
1	r03c04	54	10	4
1	r03c04	54	10	5
1	r03c04	55	10	1
1	r03c04	55	10	2
1	r03c04	55	10	3
1	r03c04	55	10	4
1	r03c04	55	10	5
1	r03c04	56	10	1
1	r03c04	56	10	2
1	r03c04	56	10	3
1	r03c04	56	10	4
1	r03c04	56	10	5
1	r03c04	57	10	1
1	r03c04	57	10	2
1	r03c04	57	10	3
1	r03c04	57	10	4
1	r03c04	57	10	5
1	r03c04	58	10	1
1	r03c04	58	10	2
1	r03c04	58	10	3
1	r03c04	58	10	4
1	r03c04	58	10	5
1	r03c04	59	10	1
1	r03c04	59	10	2
1	r03c04	59	10	3
1	r03c04	59	10	4
1	r03c04	59	10	5
1	r03c04	60	10	1
1	r03c04	60	10	2
1	r03c04	60	10	3
1	r03c04	60	10	4
1	r03c04	60	10	5
1	r03c04	61	10	1
1	r03c04	61	10	2
1	r03c04	61	10	3
1	r03c04	61	10	4
1	r03c04	61	10	5
1	r03c04	62	10	1
1	r03c04	62	10	2
1	r03c04	62	10	3
1	r03c04	62	10	4
1	r03c04	62	10	5
1	r03c04	63	10	1
1	r03c04	63	10	2
1	r03c04	63	10	3
1	r03c04	63	10	4
1	r03c04	63	10	5
1	r03c04	64	10	1
1	r03c04	64	10	2
1	r03c04	64	10	3
1	r03c04	64	10	4
1	r03c04	64	10	5
1	r03c04	1	11	1
1	r03c04	1	11	2
1	r03c04	1	11	3
1	r03c04	1	11	4
1	r03c04	1	11	5
1	r03c04	2	11	1
1	r03c04	2	11	2
1	r03c04	2	11	3
1	r03c04	2	11	4
1	r03c04	2	11	5
1	r03c04	3	11	1
1	r03c04	3	11	2
1	r03c04	3	11	3
1	r03c04	3	11	4
1	r03c04	3	11	5
1	r03c04	4	11	1
1	r03c04	4	11	2
1	r03c04	4	11	3
1	r03c04	4	11	4
1	r03c04	4	11	5
1	r03c04	6	11	1
1	r03c04	6	11	2
1	r03c04	6	11	3
1	r03c04	6	11	4
1	r03c04	6	11	5
1	r03c04	7	11	1
1	r03c04	7	11	2
1	r03c04	7	11	3
1	r03c04	7	11	4
1	r03c04	7	11	5
1	r03c04	8	11	1
1	r03c04	8	11	2
1	r03c04	8	11	3
1	r03c04	8	11	4
1	r03c04	8	11	5
1	r03c04	9	11	1
1	r03c04	9	11	2
1	r03c04	9	11	3
1	r03c04	9	11	4
1	r03c04	9	11	5
1	r03c04	10	11	1
1	r03c04	10	11	2
1	r03c04	10	11	3
1	r03c04	10	11	4
1	r03c04	10	11	5
1	r03c04	11	11	1
1	r03c04	11	11	2
1	r03c04	11	11	3
1	r03c04	11	11	4
1	r03c04	11	11	5
1	r03c04	12	11	1
1	r03c04	12	11	2
1	r03c04	12	11	3
1	r03c04	12	11	4
1	r03c04	12	11	5
1	r03c04	13	11	1
1	r03c04	13	11	2
1	r03c04	13	11	3
1	r03c04	13	11	4
1	r03c04	13	11	5
1	r03c04	14	11	1
1	r03c04	14	11	2
1	r03c04	14	11	3
1	r03c04	14	11	4
1	r03c04	14	11	5
1	r03c04	15	11	1
1	r03c04	15	11	2
1	r03c04	15	11	3
1	r03c04	15	11	4
1	r03c04	15	11	5
1	r03c04	16	11	1
1	r03c04	16	11	2
