sample_fp	plate	well	cycle	channel
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA2_ChannelCY5_30p_Seq0013.nd2	1	A2	8	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA2_ChannelCY7_30p_Seq0019.nd2	1	A2	8	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA2_ChannelA594_30p_Seq0007.nd2	1	A2	9	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA2_ChannelCY3_30p_545_Seq0001.nd2	1	A2	9	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA2_ChannelCY5_30p_Seq0013.nd2	1	A2	9	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA2_ChannelCY7_30p_Seq0019.nd2	1	A2	9	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c1/20220630_124506_255/WellA3_ChannelDapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p_Seq0002.nd2	1	A3	1	Dapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	2	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	2	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	2	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	2	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	3	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	3	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	3	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	3	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	4	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	4	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	4	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	4	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	5	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	5	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	5	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	5	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	6	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	6	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	6	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	6	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	7	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	7	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	7	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	7	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	8	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	8	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	8	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	8	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA3_ChannelA594_30p_Seq0008.nd2	1	A3	9	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA3_ChannelCY3_30p_545_Seq0002.nd2	1	A3	9	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA3_ChannelCY5_30p_Seq0014.nd2	1	A3	9	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellA3_ChannelCY7_30p_Seq0020.nd2	1	A3	9	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c1/20220630_124506_255/WellB1_ChannelDapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p_Seq0005.nd2	1	B1	1	Dapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	2	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	2	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	2	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	2	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	3	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	3	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	3	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	3	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	4	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	4	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	4	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	4	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	5	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	5	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	5	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	5	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	6	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	6	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	6	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	6	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	7	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	7	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	7	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	7	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	8	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	8	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	8	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	8	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB1_ChannelA594_30p_Seq0011.nd2	1	B1	9	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB1_ChannelCY3_30p_545_Seq0005.nd2	1	B1	9	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB1_ChannelCY5_30p_Seq0017.nd2	1	B1	9	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB1_ChannelCY7_30p_Seq0023.nd2	1	B1	9	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c1/20220630_124506_255/WellB2_ChannelDapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p_Seq0004.nd2	1	B2	1	Dapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	2	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	2	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	2	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	2	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	3	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	3	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	3	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	3	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	4	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	4	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	4	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	4	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	5	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	5	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	5	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	5	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	6	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	6	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	6	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	6	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	7	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	7	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	7	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	7	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	8	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	8	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	8	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	8	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB2_ChannelA594_30p_Seq0010.nd2	1	B2	9	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB2_ChannelCY3_30p_545_Seq0004.nd2	1	B2	9	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB2_ChannelCY5_30p_Seq0016.nd2	1	B2	9	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB2_ChannelCY7_30p_Seq0022.nd2	1	B2	9	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c1/20220630_124506_255/WellB3_ChannelDapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p_Seq0003.nd2	1	B3	1	Dapi_1p-CY3_30p_545-A594_30p-CY5_30p-CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	2	A594_30p
