sample_fp	plate	well	cycle	channel
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	2	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	2	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c2/20220701_105238_346/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	2	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	3	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	3	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	3	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c3/20220701_150447_029/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	3	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	4	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	4	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	4	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c4/20220705_124413_257/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	4	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	5	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	5	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	5	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c5/20220705_170515_337/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	5	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	6	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	6	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	6	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c6/20220706_103918_895/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	6	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	7	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	7	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	7	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c7/20220706_145513_468/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	7	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	8	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	8	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	8	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c8/20220706_183746_648/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	8	CY7_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB3_ChannelA594_30p_Seq0009.nd2	1	B3	9	A594_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB3_ChannelCY3_30p_545_Seq0003.nd2	1	B3	9	CY3_30p_545
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB3_ChannelCY5_30p_Seq0015.nd2	1	B3	9	CY5_30p
/archive/cheeseman/ops_data/baker/input_sbs/plate_1/c9/20220707_103337_096/WellB3_ChannelCY7_30p_Seq0021.nd2	1	B3	9	CY7_30p
